Datetime,German,UK,EURGBP,german_gbp,uk_ret,german_ret,uk_pred,residual,uk_pred_price,uk_actual_price,signal,uk_chg,balance,daily_pnl
2022-01-05,260.5958276937869,323.65606736825174,0.8119223701592364,211.58358207474743,-0.0065138365174783885,-0.0003353633740753592,-1.1614006108211174e-05,-0.006502222511370177,325.6876276196805,323.65606736825174,0,-2.1220654984631437,1080.9531044569355,10.685583860654841
2022-01-06,264.03586079299464,326.1586369079352,0.8135444592400702,214.8049115888233,0.007732187936511314,0.015224855740167298,0.013832316294255033,-0.006100128357743718,330.1926418980415,326.1586369079352,0,2.5025695396834635,1080.9531044569355,0.0
2022-01-07,263.69285846963396,329.73465693419564,0.8117573412700506,214.0546137032098,0.010964051297742694,-0.003492927047448968,-0.002820899087006043,0.013784950384748737,329.26120177597517,329.73465693419564,0,3.576020026260437,1080.9531044569355,0.0
2022-01-10,266.5167084931293,325.7230561819154,0.8160607354844824,217.4938211518065,-0.012166148349643469,0.016066962487270686,0.014581538848691558,-0.026747687198335028,334.0623367810384,325.7230561819154,1,-4.011600752280231,1080.9531044569355,0.0
2022-01-11,267.2501519543855,334.902447216183,0.8111619136917539,216.78314469373137,0.028181582052763776,-0.0032675707949380017,-0.002620399580565466,0.030801981633329242,333.1869599738547,334.902447216183,-1,9.17939103426761,1127.175595118721,46.222490661785436
2022-01-12,265.11083586654127,327.33262761622245,0.814518768374427,215.93775151273007,-0.022603058481308058,-0.003899718228535076,-0.003182821288513076,-0.01942023719279498,332.12648542459493,327.33262761622245,0,-7.569819599960567,1165.293147194276,38.11755207555493
2022-01-13,266.4021630996443,326.4702436191135,0.8139434828849574,216.836304481411,-0.002634580009298837,0.004161166643563696,0.003988949719932609,-0.006623529729231446,333.4513212756115,326.4702436191135,0,-0.8623839971089637,1165.293147194276,0.0
2022-01-14,263.17344726444105,327.1750585556457,0.8161501701733741,214.78905376998705,0.0021588948772754968,-0.009441457307253875,-0.008113307741519322,0.010272202618794819,330.7459280892863,327.1750585556457,0,0.704814936532216,1165.293147194276,0.0
2022-01-17,263.1751306379837,317.5317902498353,0.816355336157967,214.84442224038807,-0.029474338136842637,0.00025778068960780054,0.0005161063952187689,-0.029990444532061407,330.9166281779657,317.5317902498353,1,-9.643268305810409,1165.293147194276,0.0
2022-01-18,263.190638219117,321.753505924782,0.8192907145752855,215.62964605606578,0.013295411056716722,0.0036548485061396185,0.0035384783639159853,0.009756932692800736,332.08756950703355,321.753505924782,0,4.221715674946722,1186.5514433746507,21.258296180374828
2022-01-19,262.474559880359,321.7858147822753,0.8182917275853219,214.78076105169598,0.0001004149353411865,-0.003936773165917451,-0.0032157890742903587,0.0033162040096315452,331.01964592930517,321.7858147822753,0,0.03230885749326262,1186.5514433746507,0.0
2022-01-20,261.29711868720256,322.24876552769217,0.8154650623379319,213.07867117898164,0.001438692211246595,-0.007924778105729224,-0.0067639179289620596,0.008202610140208655,328.7806562113653,322.24876552769217,0,0.4629507454168902,1186.5514433746507,0.0
2022-01-21,255.09365247043095,309.6372609593708,0.81912176423572,208.95276265691305,-0.03913592825613976,-0.019363310739829553,-0.016940782879402875,-0.022195145376736888,323.2108544995409,309.6372609593708,1,-12.61150456832138,1186.5514433746507,0.0
2022-01-24,253.23164326347256,304.95912180278964,0.818829037502882,207.35342271870243,-0.015108450262370066,-0.007654074145153289,-0.006523072556880168,-0.008585377705489897,321.10252664446915,304.95912180278964,0,-4.678139156581153,1162.9948433047357,-23.55660006991496
2022-01-25,253.40629742469895,308.33798483105215,0.8194006515297122,207.64128521153035,0.011079724417778047,0.0013882697910341246,0.001521902792464942,0.009557821625313104,321.5912134764369,308.33798483105215,0,3.378863028262515,1162.9948433047357,0.0
2022-01-26,253.95265092263173,310.0530162060582,0.8225935898462867,208.89982277342855,0.005562180008232831,0.006061114294376058,0.005679333554444916,-0.00011715354621208516,323.4176372459483,310.0530162060582,0,1.715031375006049,1162.9948433047357,0.0
2022-01-27,250.75550430598096,307.51278879539205,0.8199242104610379,205.60050888684083,-0.008192880823252313,-0.01579376106109076,-0.013764953760717033,0.0055720729374647195,318.9658084238574,307.51278879539205,0,-2.540227410666148,1162.9948433047357,0.0
2022-01-28,254.44962482596785,306.62803327480214,0.8214635198597662,209.02108443653648,-0.002877134066702536,0.016636999432614763,0.015088700841850898,-0.017965834908553434,323.7785880859442,306.62803327480214,0,-0.8847555205899198,1162.9948433047357,0.0
2022-01-31,252.7089568595666,315.01905844880315,0.819938662726622,207.20584414647263,0.02736548607243927,-0.008684484127317815,-0.0074398285401443874,0.03480531461258366,321.36973090561474,315.01905844880315,-1,8.391025174001015,1162.9948433047357,0.0
2022-02-01,254.88402450947692,309.0297114379419,0.8195973979400402,208.9022832644527,-0.019012649711905083,0.008187216557371091,0.007570927196169825,-0.026583576908074908,323.80279774135386,309.0297114379419,1,-5.989347010861252,1193.153982973832,30.15913966909625
2022-02-02,255.6884264539208,316.1557658245317,0.8197840065459133,209.6092826658153,0.023059447434460756,0.0033843545906464545,0.003297819868989517,0.01976162756547124,324.87064104137966,316.1557658245317,0,7.1260543865898285,1229.0369714106355,35.88298843680362
2022-02-03,255.85571317385745,315.4157262316974,0.8159194559909034,208.7576543049784,-0.0023407436233348067,-0.004062932471338487,-0.003328033035520468,0.0009872894121856612,323.78946081572326,315.4157262316974,0,-0.7400395928343073,1229.0369714106355,0.0
2022-02-04,260.7992090107656,321.0885422918431,0.8139203719783379,212.26978920969862,0.017985203616571077,0.016823981455498016,0.015255058787919107,0.0027301448286519703,328.7288880753758,321.0885422918431,0,5.672816060145692,1229.0369714106355,0.0
2022-02-07,255.82359954347095,322.88810607736144,0.8173913736798073,209.10800345055065,0.005604571787811263,-0.014895128369042054,-0.012965440060876977,0.018570011848688242,324.46677338075574,322.88810607736144,0,1.7995637855183304,1229.0369714106355,0.0
2022-02-08,259.413020062361,312.05158218833617,0.8196760962003936,212.63465158827046,-0.033561235874166706,0.01686519922492491,0.015291730246263806,-0.04885296612043051,329.4284317531699,312.05158218833617,1,-10.836523889025273,1229.0369714106355,0.0
2022-02-09,261.00119499813314,324.8138485580631,0.8195143932362006,213.89423595281835,0.04089793834797595,0.005923702252381924,0.005557078031059893,0.03534086031691606,331.25909125407196,324.8138485580631,-1,12.762266369726945,1293.3009008908973,64.2639294802619
2022-02-10,258.6238280945978,319.63830224870105,0.8201421905879481,212.10831291174435,-0.0159338843843565,-0.008349561329310196,-0.007141847654555438,-0.008792036729801063,328.8932892901489,319.63830224870105,0,-5.175546309362062,1319.3621766401347,26.06127574923743
2022-02-11,264.99644592839127,320.23309449874097,0.8193824539570642,217.13343815470571,0.0018608290866752863,0.023691316827607167,0.021364928548922496,-0.01950409946224721,335.9200709160531,320.23309449874097,0,0.5947922500399159,1319.3621766401347,0.0
2022-02-14,262.8910574442298,330.40550310036,0.8228910312847264,216.3306933758145,0.03176563814412092,-0.0036970113203811383,-0.0030024729086296203,0.034768111052750544,334.9114800036627,330.40550310036,-1,10.172408601619054,1319.3621766401347,0.0
2022-02-15,262.21741690299484,315.0244449434064,0.8223719086401087,215.64023761719497,-0.04655206409283574,-0.0031916680330702496,-0.002552868876968856,-0.043999195215866885,334.05649490982177,315.0244449434064,1,-15.3810581569536,1396.812937194306,77.45076055417118
2022-02-16,261.8499023051921,317.79966886064966,0.8229726518433705,215.49530848503142,0.008809551010372507,-0.0006720876111295793,-0.00031119763240526925,0.009120748642777777,333.9525373195162,317.79966886064966,0,2.7752239172432382,1410.7874765858915,13.974539391585466
2022-02-17,262.15831205257945,317.7043544018011,0.8259486677009503,216.52930856655797,-0.00029991994387623677,0.004798248689476203,0.004555761753521046,-0.004855681697397283,335.47394551652775,317.7043544018011,0,-0.09531445884857703,1410.7874765858915,0.0
2022-02-18,265.8005421632696,324.7882636693908,0.8239288144271815,219.00072557868478,0.022297173990353025,0.01141377593863746,0.010441597773253718,0.011855576217099307,338.97682951901777,324.7882636693908,0,7.083909267589718,1410.7874765858915,0.0
2022-02-21,268.04862049325635,329.6813081619069,0.8279840246996266,221.9399756111892,0.015065336527975148,0.013421188558794928,0.012227593214159315,0.002837743313815833,343.12170029940177,329.6813081619069,0,4.893044492516083,1410.7874765858915,0.0
2022-02-22,262.7835135869896,322.6587204968987,0.824002332016967,216.5342280112918,-0.02130113989222404,-0.024356800008699664,-0.021383491358396827,8.235146617278574e-05,335.7845603861711,322.6587204968987,0,-7.022587665008189,1410.7874765858915,0.0
2022-02-23,268.320528731175,318.76798275342804,0.8282427189584252,222.2345242686706,-0.012058368475145742,0.026325151038391725,0.023708251414050953,-0.035766619889196695,343.745425164763,318.76798275342804,1,-3.890737743470652,1410.7874765858915,0.0
2022-02-24,264.252776796505,326.3812724864605,0.8272710833219735,218.60868093128434,0.02388348311292421,-0.016315391811052793,-0.014229048751409717,0.03811253186433393,338.85425475201953,326.3812724864605,-1,7.613289733032445,1449.1239209400824,38.3364443541909
2022-02-25,267.51584323948435,318.39809834708717,0.8266389347945287,221.13901169614746,-0.024459657499817156,0.011574703959988053,0.01058477546854168,-0.03504443296835884,342.4409509551297,318.39809834708717,1,-7.983174139373318,1489.3229048085184,40.19898386843605
2022-02-28,269.3912193493366,333.87594655406235,0.8217325941045016,221.3675455049052,0.04861162264261609,0.001033439586280327,0.001206210282802344,0.04740541235981375,342.8540067514244,333.87594655406235,-1,15.477848206975182,1567.2610481494753,77.93814334095681
2022-03-01,265.0381934922498,327.2021842269474,0.8205563305536715,217.47876750857446,-0.019988748503733,-0.017567064708880586,-0.015342662398438688,-0.004646086105294312,337.59371347388526,327.2021842269474,0,-6.673762327114957,1600.866536323197,33.60548817372163
2022-03-02,263.3261937656372,319.5531810264711,0.8178733365987227,215.36747270894347,-0.023376993092353304,-0.009708050233215304,-0.008350495525218443,-0.015026497567134861,334.7746386801797,319.5531810264711,0,-7.6490032004762725,1600.866536323197,0.0
2022-03-03,259.4819327124923,316.2465853140464,0.8163095008343664,211.81756696807125,-0.01034755999550141,-0.016483017125198396,-0.01437818502954118,0.0040306250340397705,329.9611869820383,316.2465853140464,0,-3.3065957124247234,1600.866536323197,0.0
2022-03-04,258.6374585861315,314.2405279763983,0.8159565323772691,211.03692385080942,-0.006343332800434753,-0.0036854503072424327,-0.002992187072747828,-0.0033511457276869253,328.9738813838421,314.2405279763983,0,-2.0060573376480875,1600.866536323197,0.0
2022-03-07,258.5554840403993,315.82813130780306,0.8184217941068914,211.6074431245193,0.005052191522297855,0.0027034097318117123,0.0026919830812883634,0.002360208441009492,329.8594735067132,315.82813130780306,0,1.5876033314047504,1600.866536323197,0.0
2022-03-08,262.1683523320269,322.4527384936079,0.8189571261973682,214.70464040573586,0.020975355040012467,0.014636523344757846,0.013308876835228455,0.007666478204784012,334.24953261254734,322.4527384936079,0,6.624607185804848,1600.866536323197,0.0
2022-03-09,266.3987278726649,331.82218901208336,0.8197511543405419,218.38066468846895,0.029056817945620317,0.017121308024765414,0.015519590300693007,0.01353722764492731,339.4369484168922,331.82218901208336,0,9.369450518475446,1600.866536323197,0.0
2022-03-10,272.074985771775,339.8953695800018,0.8169274268978954,222.26551804981767,0.024329839399692688,0.017789365037837346,0.016113960769240668,0.00821587863045202,344.90662208731277,339.8953695800018,0,8.073180567918428,1600.866536323197,0.0
2022-03-11,270.47002256801983,339.9668779339913,0.8146643170875132,220.34227622802015,0.00021038343087131928,-0.008652902342532687,-0.007411730219412761,0.00762211365028408,342.35026725351264,339.9668779339913,0,0.07150835398954314,1600.866536323197,0.0
2022-03-14,269.82353716107195,329.6057650127986,0.8192928570894933,221.0644966706877,-0.030476830519955755,0.003277720712661525,0.003202947684758539,-0.033679778204714295,343.44679724938874,329.6057650127986,1,-10.361112921192728,1600.866536323197,0.0
2022-03-15,264.9268843667732,325.2210829713505,0.8173978437617141,216.5506640359094,-0.013302807495730096,-0.020418623084024312,-0.017879694499533763,0.004576887003803667,337.3060734377264,325.2210829713505,0,-4.384682041448116,1578.7876289142912,-22.078907408905714
2022-03-16,262.32078536920807,313.9765139430917,0.8216729943910906,215.5419052053398,-0.03457515400146849,-0.004658304028115734,-0.0038577352379334535,-0.030717418763535037,336.0048359122567,313.9765139430917,1,-11.244569028258809,1578.7876289142912,0.0
2022-03-17,267.26623407205153,322.17288543367584,0.821044186255416,219.4373876672371,0.02610504648150136,0.018072970349715556,0.016366284476357424,0.009738762005143935,341.5039866422285,322.17288543367584,0,8.19637149058417,1620.0601603131324,41.27253139884118
2022-03-18,271.5398311963485,337.8893972114394,0.8210501029850982,222.94780636831808,0.04878285072503119,0.015997359148315793,0.014519612743018526,0.03426323798201267,346.46249227847056,337.8893972114394,-1,15.716511777763571,1620.0601603131324,0.0
2022-03-21,266.9268228780875,332.00228135964863,0.8238228078210124,219.90040470616808,-0.017423203866047454,-0.01366867748909617,-0.011874266448594822,-0.005548937417452632,342.34850433071176,332.00228135964863,0,-5.887115851790782,1649.7045186881496,29.644358375017156
2022-03-22,264.84675789809296,317.08844381873155,0.8271297311484489,219.06262765578796,-0.04492088873558475,-0.003809802221599101,-0.0031028229977583385,-0.04181806573782641,341.2862575182263,317.08844381873155,1,-14.913837540917086,1649.7045186881496,0.0
2022-03-23,265.1359024024606,318.2431350178883,0.8268410911144966,219.2252588360772,0.003641542987977253,0.0007423958254748619,0.000947268586071452,0.002694274401905801,341.6095472688312,318.2431350178883,0,1.15469119915673,1655.5189243465447,5.814405658395201
2022-03-24,267.14874890977734,323.86216873577456,0.8258306058894472,220.61961317476923,0.017656417686968906,0.006360372641797785,0.005945583770659171,0.011710833916309735,343.64061544897504,323.86216873577456,0,5.619033717886282,1655.5189243465447,0.0
2022-03-25,264.42784172807103,325.20820999789686,0.8256851627943528,218.33414554460168,0.004156216415695191,-0.010359313015189886,-0.008929924162738346,0.013086140578433537,340.571930813779,325.20820999789686,0,1.3460412621222986,1655.5189243465447,0.0
2022-03-28,264.6666609969229,317.0007363469384,0.8265645446610668,218.76407813388647,-0.025237596710770305,0.0019691495721494423,0.0020387116589474187,-0.027276308369717724,341.26625877983923,317.0007363469384,1,-8.207473650958434,1655.5189243465447,0.0
2022-03-29,263.80090961484245,320.26532555496715,0.828888254830513,218.66147559334865,0.01029836474719037,-0.00046901000115306957,-0.00013051943903035634,0.010428884186220726,341.2217168991833,320.26532555496715,0,3.264589208028724,1671.9576449130134,16.438720566468685
2022-03-30,264.39129558387174,318.5076964753171,0.8288992980194574,219.15375931192614,-0.005488040507052538,0.00225135093981077,0.0022897862765917576,-0.007777826783644296,342.0030417038141,318.5076964753171,0,-1.7576290796500302,1671.9576449130134,0.0
2022-03-31,264.60446426973107,322.16013064277104,0.8305166544111133,219.75841440754203,0.011467334095447645,0.0027590450536387756,0.0027414818391115836,0.008725852256336063,342.94063683156605,322.16013064277104,0,3.6524341674539187,1671.9576449130134,0.0
2022-04-01,264.63320548431165,317.68078366717964,0.8348134864958731,220.919368912937,-0.013904100940902442,0.005282867136281677,0.004986926890116349,-0.01889102783101879,344.650856715095,317.68078366717964,0,-4.4793469755913975,1671.9576449130134,0.0
2022-04-04,261.87780400974134,315.6870072500131,0.835816710156904,218.8818446105365,-0.00627603720360792,-0.009222931934064427,-0.007918885669883679,0.0016428484662757582,341.9216059847408,315.6870072500131,0,-1.9937764171665435,1671.9576449130134,0.0
2022-04-05,260.9798686364871,310.0559545080625,0.8366375625467223,218.34556116979434,-0.01783745486076027,-0.002450104720637669,-0.0018930998380337764,-0.015944355022726495,341.27431424783083,310.0559545080625,0,-5.631052741950612,1671.9576449130134,0.0
2022-04-06,259.95956657448926,312.5863459221482,0.8326445476880363,216.45391572759357,0.0081610798866949,-0.008663539721468161,-0.0074211942977448235,0.015582274184439724,338.74165125296804,312.5863459221482,0,2.5303914140857273,1671.9576449130134,0.0
2022-04-07,259.4212093635889,312.1914112862607,0.8257737425418799,214.22322295091138,-0.0012634417371061302,-0.010305624498332056,-0.008882157477715938,0.007618715740609808,335.7328945622777,312.1914112862607,0,-0.3949346358875232,1671.9576449130134,0.0
2022-04-08,258.68217142234994,311.27088546166374,0.8267845036932578,213.87441071372183,-0.002948594328089582,-0.0016282652850829749,-0.001161909115051286,-0.001786685213038296,335.3428034518632,311.27088546166374,0,-0.9205258245969503,1671.9576449130134,0.0
2022-04-11,262.8889457404846,318.13893286294035,0.8265376062802923,217.28759992988978,0.022064535175174482,0.015958848021031535,0.014485349384771619,0.007579185790402863,340.2003611235323,318.13893286294035,0,6.868047401276613,1671.9576449130134,0.0
2022-04-12,265.4987769330341,328.45660533924996,0.8251985333322079,219.08920132663476,0.032431341814912695,0.008291321719814171,0.007663549581638087,0.024767792233274608,342.80750345869365,328.45660533924996,-1,10.31767247630961,1671.9576449130134,0.0
2022-04-13,263.33083005062,322.1097040493229,0.8258317430732613,217.4669583856323,-0.01932340889711015,-0.007404486077722816,-0.006301013999481891,-0.01302239489762826,340.64746858027297,322.1097040493229,0,-6.346901289927075,1703.9172361876142,31.959591274600825
2022-04-14,265.9401793950714,319.55907694703484,0.8256746403383461,219.58006197354086,-0.007918504379791913,0.009716894941627974,0.008931882384406278,-0.016850386764198193,343.6900917041777,319.55907694703484,0,-2.550627102288047,1703.9172361876142,0.0
2022-04-15,264.1564268642872,323.7393746774766,0.8286127955760646,218.88339533340127,0.013081455142438747,-0.0031727226683428977,-0.0025360131818867506,0.015617468324325498,342.818489101132,323.7393746774766,0,4.180297730441737,1703.9172361876142,0.0
2022-04-18,267.7916741171472,322.69174675691187,0.8288375655185667,221.95579924139764,-0.003236022561692975,0.014036715317379489,0.012775227503965262,-0.016011250065658237,347.19807329196453,322.69174675691187,0,-1.0476279205647074,1703.9172361876142,0.0
2022-04-19,269.4800557108184,331.45683054278186,0.8268899447306475,222.83034837273044,0.02716240459807251,0.003940195004238811,0.003792351204788909,0.023370053393283602,348.51477032351374,331.45683054278186,-1,8.76508378586999,1703.9172361876142,0.0
2022-04-20,269.5690564442287,329.0537138002093,0.8294728171742645,223.6002046718027,-0.007250165092803407,0.0034548987814913,0.0033605830507918632,-0.01061074814359527,349.68598315361356,329.0537138002093,0,-2.4031167425725357,1716.0180433956384,12.100807208024314
2022-04-21,272.2487142213319,328.53741164823657,0.8289057358088564,225.6685207846482,-0.0015690512834820591,0.009250063593999602,0.008516542433783329,-0.010085593717265388,352.6640986676406,328.53741164823657,0,-0.5163021519727522,1716.0180433956384,0.0
2022-04-22,266.8550074179207,325.4430351741758,0.830281562361541,221.56479248295184,-0.009418642639620889,-0.01818476182423545,-0.01589222765513105,0.00647358501551016,347.0594805258228,325.4430351741758,0,-3.094376474060766,1716.0180433956384,0.0
2022-04-25,263.3580317361479,314.1772032597917,0.8290340042107079,218.33276359126938,-0.0346169089418511,-0.01458728553152755,-0.012691552221976562,-0.021925356719874535,342.65475700459723,314.1772032597917,1,-11.26583191438408,1716.0180433956384,0.0
2022-04-26,259.07907971264575,310.29813184693836,0.8273389039886127,214.34620185583876,-0.012346762822399215,-0.018259109030899667,-0.01595837438092773,0.003611611558528516,337.1865441089121,310.29813184693836,0,-3.8790714128533637,1696.485119971016,-19.53292342462227
2022-04-27,259.7052028845888,310.0287465889231,0.8275582647495708,214.92118704560554,-0.0008681497900481228,0.0026825070133666973,0.0026733859281816933,-0.003541535718229816,338.0879738711051,310.0287465889231,0,-0.26938525801523383,1696.485119971016,0.0
2022-04-28,265.8145070074757,325.5276233435136,0.8275917040995299,219.98588082869324,0.04999174084698965,0.023565353666193056,0.02125285909705763,0.02873888174993202,345.27330994219733,325.5276233435136,-1,15.49887675459047,1696.485119971016,0.0
2022-04-29,273.31924252862365,337.2567077587741,0.8288433999011227,226.53885023582393,0.036030995756336726,0.02978813632241062,0.026789270167781692,0.009241725588555034,354.52292992396303,337.2567077587741,0,11.729084415260502,1637.423740754053,-59.06137921696323
2022-05-02,273.97519945231954,342.26616148890946,0.8281423668884301,226.89047014317364,0.014853533272697561,0.001552139542439157,0.0016676977456165087,0.013185835527081052,355.11416701496654,342.26616148890946,0,5.0094537301353625,1637.423740754053,0.0
2022-05-03,276.0084149881725,339.0076157647412,0.8233662259004275,227.25600696557058,-0.0095205021436916,0.0016110717306296873,0.0017201297261540333,-0.011240631869845634,355.72500944982744,339.0076157647412,0,-3.2585457241682434,1637.423740754053,0.0
2022-05-04,270.1366934771836,331.8548319547557,0.8222446520754964,222.11845154097182,-0.021099183255367637,-0.022606907043724922,-0.019826611210222552,-0.0012725720451450852,348.67218798971294,331.8548319547557,0,-7.152783809985522,1637.423740754053,0.0
2022-05-05,267.7325121937774,319.9364039814683,0.8243030770113502,220.69273361730953,-0.035914583202188655,-0.006418727997477114,-0.0054239848229807605,-0.030490598379207895,346.7809953338612,319.9364039814683,1,-11.918427973287407,1637.423740754053,0.0
